company_name,ticker,first_trade_date
Sleep Number Corp,SNBR,912781800
Lakeland Finl Corp,LKFN,871565400
Activision Blizzard,ATVI,751555800
Longboard Pharmaceuticals Inc,LBPH,1615559400
Lithia Motors,LAD,850919400
DWA Utilities Momentum Invesco ETF,PUI,1130333400
Akebia Therapeutics,AKBA,1395322200
Inspire Medical Systems Inc,INSP,1525354200
Kamada Ltd,KMDA,1370007000
Argo Grp Itl Snr NTS,ARGD,1348579800
Cohn & Steers Inc,CNS,1092663000
Devon Energy Corp,DVN,490887000
Envirotech Vehicles Inc,EVTV,1497533400
Virtus Artificial Intelligence & Tech,AIO,1572355800
Cross Ctry Hlthcr,CCRN,1004016600
Ofs Capital Corp,OFS,1352385000
Vishay Precision Group,VPG,1277299800
MYR Group Inc,MYRG,1218634200
Masonite Worldwide Holdings,DOOR,1248442200
Xpeng Inc ADR,XPEV,1598535000
Invesco Nasdaq 100 ETF,QQQM,1602595800
Metropolitan Bank Holding Corp,MCB,1510151400
Brooge Holdings Ltd,BROG,1531488600
Bark Inc,BARK,1608301800
Dyne Therapeutics Inc,DYN,1600349400
E-Home Household Service Holdings Ltd,EJH,1620999000
Advansix Inc,ASIX,1473946200
Inari Medical Inc,NARI,1590154200
Doubleverify Holdings Inc,DV,1619011800
Landos Biopharma Inc,LABP,1612449000
Science 37 Hldgs Inc,SNCE,1606141800
Siga Technologies Inc,SIGA,873898200
First Community Corp,FCCO,920989800
Liberty Resources Acquisition Corp Cl A,LIBY,1640615400
Regional Managment Corp,RM,1332941400
Endeavour Silver Corp,EXK,1146058200
Adams Diversified Equity Fund,ADX,322151400
Graphite Bio Inc,GRPH,1624627800
Europe Financials Ishares MSCI ETF,EUFN,1265207400
AAR Corp,AIR,322151400
Phx Minerals Inc,PHX,697127400
Aptiv Plc,APTV,1321540200
Invesco PHLX Semiconductor ETF,SOXQ,1623418200
Medicinova Inc,MNOV,1165588200
Oca Acquisition Corp Cl A,OCAX,1615300200
Sumo Logic Inc,SUMO,1600349400
Legg Clearbridge All Cap Growth ETF,CACG,1493904600
Sound Point Acquisition Corp I Cl A,SPCM,1650893400
Hdfc Bank Ltd ADR,HDB,995635800
Grom Social Enterprises Inc,GROM,1505395800
International Flavors & Fragrances,IFF,156522600
Intellicheck Mobilisia,IDN,943021800
Astrotech Corp,ASTC,819556200
Te Connectivity Ltd,TEL,1181827800
Green Giant Inc,GGE,1206365400
Checkpoint Therapeutics Inc,CKPT,1482157800
Sprott Lithium Miners ETF,LITP,1675434600
The Ensign Group IN,ENSG,1194618600
Alexander and Baldwin Inc,ALEX,1339680600
Park City Group,PCYG,941031000
Yum China Holdings Inc,YUMC,1476711000
Global Ship Lease Inc,GSL,1218807000
Crown Electrokinetics Corp,CRKN,1610116200
G1 Therapeutics Inc,GTHX,1495027800
Larimar Therapeutics Inc,LRMR,1403184600
Via Optronics Ag ADR,VIAO,1601040600
Unitil Corp,UTL,479053800
Finserv Acquisition Corp II Cl A,FSRX,1619011800
Cohen & Steers Tax-Advantaged Preferred,PTA,1603891800
Gol Linhas Aereas Inteligentes S.A. ADR,GOL,1088083800
Design Therapeutics Inc,DSGN,1617024600
Panbela Therapeutics Inc,PBLA,1483453800
Immuneering Corp Cl A,IMRX,1627651800
Odyssey Marine Expl,OMEX,940944600
Hudson Global,HSON,1047997800
Cross Timbers Royalty Trust,CRT,699287400
New Vista Acquisition Corp Cl A,NVSA,1618234200
GX Education ETF,EDUT,1594819800
Fast Acquisition Corp II Cl A,FZT,1620307800
L Catterton Asia Acquisition Corp Cl A,LCAA,1620307800
Broadcom Ltd,AVGO,1249565400
Cyanotech Corp,CYAN,674832600
Joann Inc,JOAN,1615559400
Victory Thb Mid Cap ESG ETF,MDCP,1633440600
KBW Regional Banking Invesco ETF,KBWR,1320154200
The Real Good Food Company Inc Cl A,RGF,1636119000
Blackrock Muni Income Quality Trust,BYM,1035901800
Endava Plc ADR,DAVA,1532698200
T Rowe Price Group,TROW,512836200
Playstudios Inc,MYPS,1608561000
Phio Pharmaceuticals Corp,PHIO,1336656600
USAA Core Short-Term Bond ETF,USTB,1509111000
Varonis Systems Inc,VRNS,1393597800
Lipella Pharmaceuticals Inc,LIPO,1671460200
Oncocyte Corp,OCX,1451485800
Pan Amer Silver Corp,PAAS,802963800
Ally Financial,ALLY,1390919400
Citizens Fincl Svcs,CZFS,915460200
CVD Equipment Corp,CVV,920298600
Central Vly Cmty Bcp,CVCY,920903400
Best Buy Company,BBY,482682600
Swiss Helvetia Fund,SWZ,556378200
Lehman Abs Corp,KTN,1070548200
Salisbury Bancorp,SAL,904051800
Cousins Properties Inc,CUZ,322151400
First Finl Bkshs Inc,FFIN,752164200
Valens Semiconductor Ltd,VLN,1633008600
Sunstone Hotel Investors,SHO,1098365400
Principal Shareholders Yield ETF,PY,1458653400
M/I Homes,MHO,752337000
Generation Income Properties Inc,GIPR,1633440600
Nextera Energy,NEE,99153000
Airsculpt Technologies Inc,AIRS,1635514200
Eldorado Gold Corp,EGO,1043332200
Innovative Eyewear Inc,LUCY,1660570200
Eaton Vance Corp,ETV,1119965400
Vericity Inc,VERY,1566567000
Preferred Bank LA,PFBC,935069400
Cambium Networks Corp,CMBM,1561555800
Catalyst Bancorp Inc,CLST,1634131800
Metalpha Technology Hldg Ltd,MATH,1508506200
Huntsman Corp,HUN,1108391400
Multimetaverse Holdings Ltd,MMV,1623159000
Twin Disc Inc,TWIN,322151400
Wetrade Group Inc,WETG,1658237400
Entera Bio Ltd,ENTX,1530192600
Quad Graphics Inc,QUAD,1278423000
The Container Store Group Inc,TCS,1383312600
Ess Tech Inc,GWH,1609770600
Evoqua Water Technologies Corp,AQUA,1509629400
Proto Labs Inc,PRLB,1330093800
Aptargroup,ATR,735571800
Excelerate Energy Inc Cl A,EE,1649856600
Carlyle Secured Lending Inc,CGBD,1497447000
Evercommerce Inc,EVCM,1625146200
Vapotherm Inc,VAPO,1542205800
Landmark Bancorp Inc,LARK,764865000
Blackrock Muniholdings California,MUC,888849000
Amplitude Inc Cl A,AMPL,1632835800
Signet Jewelers Ltd,SIG,584890200
Consolidated Communications Holdings Inc,CNSL,1122039000
Raymond James Financial,RJF,425914200
Nabors Industries,NBR,99153000
Mastec Inc,MTZ,99153000
Remitly Global Inc,RELY,1632403800
Wells Fargo Global Dividend Opportunity,EOD,1175088600
Boston Properties,BXP,866640600
Opendoor Technologies Inc,OPEN,1592487000
Etsy Inc,ETSY,1429191000
Agiliti Inc,AGTI,1619184600
China Southern Airlines Company ADR,ZNH,870269400
Borr Drilling Ltd,BORR,1564493400
Mei Pharma Inc,MEIP,1071757800
Slr Investment Corp,SLRC,1265725800
Nektar Therapeutics,NKTR,767971800
Cadence Bank,CADE,498317400
Harsco Corp,HSC,322151400
Powerup Acquisition Corp. Cl A,PWUP,1649683800
Amdocs Ltd Ord,DOX,898263000
Molina Healthcare Inc,MOH,1057152600
Norwood Financial Cp,NWFL,889021800
Universal Insurance Holdings Inc,UVE,1054906200
Ermenegildo Zegna N.V.,ZGN,1640010600
Keyarch Acquisition Corp,KYCH,1646404200
Victory Intl Vol Wtd ETF,CIL,1440077400
Rose Hill Acquisition Corp Cl A,ROSE,1638801000
Orion Office REIT Inc,ONL,1637677800
S&P US Growth Ishares Core ETF,IUSG,964791000
Orasure Tech Inc,OSUR,532621800
Interm Corp Bond Vanguard,VCIT,1258986600
Orange ADR,ORAN,877354200
Patriot Natl Bncp,PNBK,778339800
Telus International [Cda] Inc,TIXT,1612362600
Theseus Pharmaceuticals Inc,THRX,1633613400
Western Asset Diversified Income Fund,WDI,1624627800
Canadian National Railway,CNI,849018600
Axcelis Tech Inc,ACLS,963322200
Rba American Industrial Renaissance ETF,AIRR,1394544600
Genesis Unicorn Capital Corp Cl A,GENQ,1649338200
Raytheon Technologies Corp,RTX,-244546200
Dynamic Materials,BOOM,600013800
International General Insurance Hldg Inc,IGIC,1523367000
J W Mays Inc,MAYS,471796200
Virco MFG Cp,VIRC,322237800
Lumen Technologies Inc,LUMN,322151400
Sandstorm Gold Ltd,SAND,1266849000
Glory Star New Media Group Holdings Ltd,GSMG,1536759000
Acres Commercial Realty Corp,ACR,1139322600
Timberland Bancorp,TSBK,884701800
Pyxis Tankers,PXS,1446647400
Txo Energy Partners L.P.,TXO,1674829800
Cognyte Software Ltd,CGNT,1612794600
Alpine Income Property Trust Inc,PINE,1574433000
Gain Therapeutics Inc,GANX,1616160600
Focus Impact Acquisition Corp Cl A,FIAC,1640269800
Virtus Terranova U.S. Quality Momentum,JOET,1605796200
Synchrony Financial,SYF,1406813400
Fireman B.V.,IFRX,1510065000
Fibrogen Inc CS,FGEN,1415975400
Aberdeen Standard Global Infrastructure,ASGI,1596029400
Cadre Holdings Inc,CDRE,1636032600
FT Enhanced Equity Income Fund,FFA,1093613400
Assurant Inc,AIZ,1075991400
PBF Energy Inc,PBF,1355409000
Micron Technology,MU,454944600
Mesabi Trust,MSB,99153000
Alpha and Omega Semi,AOSL,1272547800
Summit Healthcare Acquisition Corp Cl A,SMIH,1628170200
Danaher Corp,DHR,283789800
Maxlinear Inc,MXL,1269437400
Grindr Inc,GRND,1610634600
Minerva Surgical Inc,UTRS,1634909400
Dragoneer Growth Opportunities Corp III,DGNU,1616506200
Geron Corp,GERN,838819800
Russell 2000 Value Vanguard,VTWV,1285162200
Manchester United Ltd,MANU,1344605400
Tcv Acquisition Corp Cl A,TCVA,1618407000
Abrdn Global Dynamic Dividend Fund,AGD,1154007000
Argan Inc,AGX,808752600
Steakholder Foods Ltd,STKH,1615559400
Therapeuticsmd Inc,TXMD,1178717400
Vtex Cl A,VTEX,1626874200
Gulf Island Fab,GIFI,860164200
Ventyx Biosciences Inc,VTYX,1634823000
NVR Inc,NVR,490887000
Nasdaq 100 Ex-Tech Sector Indexsm ETF,QQXT,1178544600
Workhorse Grp,WKHS,1275485400
Kenon Holdings Ltd,KEN,1421332200
Independence Realty Trust Inc,IRT,1376400600
Himax Technologies ADR,HIMX,1143815400
Glen Burnie Bancorp,GLBZ,942244200
Accenture Plc,ACN,995549400
Great Ajax Corp,AJX,1423837800
Energy Vault Hldgs Inc,NRGV,1617024600
Merit Medical Sys,MMSI,642691800
Brady Corp,BRC,463411800
Nustar Energy LP,NS,986909400
Tekla Healthcare Opportunities,THQ,1406640600
Foresight Autonomous Holdings Ltd ADR,FRSX,1497533400
DWA Energy Momentum Invesco ETF,PXI,1160659800
Oxbridge Acquisition Corp Cl A,OXAC,1633095000
Avid Bioservices Inc,CDMO,765466200
Ambev S.A. ADR,ABEV,857572200
First Bancorp,FBP,537546600
Cisco Systems Inc,CSCO,635178600
Microbot Medical Inc,MBOT,701533800
CBRE Group Inc,CBRE,1086874200
Arcturus Therapeutics Ltd,ARCT,1369229400
Stepan Company,SCL,99153000
Corebridge Financial Inc,CRBG,1663335000
Similarweb Ltd,SMWB,1620826200
Cheesecake Fact,CAKE,716823000
Apellis Pharmaceuticals Inc,APLS,1510237800
Crescent Energy Company Cl A,CRGY,1638973800
Cfsb Bancorp Inc,CFSB,1642084200
Western Asset Mortgage Defined Opp,DMO,1267021800
News Corp Cl B,NWS,1371648600
Pacer Bluestar Engineering The Future,BULD,1651843800
Orchestra Biomed Hldgs Inc,OBIO,1596547800
Pimco Commercial Mortgage Securities,PCM,746458200
Enterprise Bancorp,EBTC,1108391400
Nuveen Insured Tax-Free Advantage Fund,NEA,1042727400
Global Business Travel Group Inc,GBTG,1660829400
Disc Medicine Inc,IRON,1597239000
Resources Prospect Ltd,PSC,1474551000
Future Health ESG Corp,FHLT,1638973800
Apollo Strategic Growth Capital II Cl A,APGB,1617629400
Discover Financial Services,DFS,1181827800
Integer Holdings Corp,ITGR,970234200
Dingdong [Cayman] Ltd ADR,DDL,1624973400
Quanex Building Products Corp,NX,322151400
Rlj Lodging Trust,RLJ,1305120600
HSBC Holdings Plc ADR,HSBC,932131800
Lcnb Corp,LCNB,940944600
Barclays Plc ADR,BCS,526656600
Stepstone Group Inc Cl A,STEP,1600263000
Centogene N.V.,CNTG,1573137000
Magnum Opus Acquisition Cl A,OPA,1621344600
Xponential Fitness Inc Cl A,XPOF,1627047000
Cra International,CRAI,893424600
Prokidney Corp,PROK,1625059800
Hersha Hospitality Trust,HT,916929000
Varex Imaging Corp,VREX,1485181800
Glucotrack Inc,GCTK,1366896600
Nextplat Corp,NXPL,941553000
Apollo Medical Holdings Inc,AMEH,1236778200
Thoughtworks Holding Inc,TWKS,1631712600
Acri Capital Acquisition Corporation Cl,ACAC,1659965400
Cohu Inc,COHU,322151400
Drdgold Ltd ADR,DRD,769095000
Emcore Corp,EMKR,857658600
New York Community Bancorp,NYCB,754065000
Brightsphere Investment Group Plc,BSIG,1412861400
Wisdomtree Inc,WT,731255400
Hycroft Mining Holding Corp,HYMC,1520861400
Amtd Digital Inc ADR,HKD,1657891800
Ipsidy Inc,AUID,1623677400
Avadel Pharmaceuticals Plc ADR,AVDL,834154200
Choice Hotels International,CHH,845472600
Pro-Dex Inc,PDEX,523805400
Baijiayun Group Ltd,RTC,1166538600
Taiwan Semiconductor ADR,TSM,876403800
Brinker International,EAT,442247400
Harley-Davidson Inc,HOG,521213400
Astrazeneca Plc ADR,AZN,737213400
Kala Pharmaceuticals Inc,KALA,1500557400
Phillips-Van Heusen Corp,PVH,322151400
Black Diamond Therapeutics Inc,BDTX,1580481000
Prelude Therapeutics Inc,PRLD,1601040600
City Holding Company,CHCO,551712600
Barrick Gold Corp,GOLD,477153000
MBIA Inc,MBI,552144600
Bank of Nova Scotia,BNS,937229400
Advanced Emissions Solutions Inc,ADES,1074868200
Hooker Furnishings Corp,HOFT,1025184600
Milestone Pharmaceuticals Inc,MIST,1557408600
Alerislife Inc,ALR,1008599400
Fiverr International Ltd,FVRR,1560432600
Ecoark Holdings Inc,ZEST,1266330600
Velodyne Lidar Inc,VLDR,1540560600
Coupang Inc Cl A,CPNG,1615473000
Adaptive Biotechnologies Corp,ADPT,1561642200
Business First Bancshares Inc,BFST,1524490200
Main Street Capital Corp,MAIN,1191936600
Energy Services Acquisition Corp,ESOA,1159882200
Kineta Inc,KA,1455201000
Clearbridge Energy MLP Fund IN,CTR,1344000600
Confluent Inc Cl A,CFLT,1624541400
Tio Tech A Cl A,TIOA,1623331800
Newmarket Corp,NEU,322151400
Pultegroup,PHM,322151400
National Grid Transco Plc ADR,NGG,1123680600
Coya Therapeutics Inc,COYA,1672324200
Pacific American Income Shares,PAI,322151400
Blackrock Muniholdings Quality Fund II,MUE,920989800
Lipocine Inc,LPCN,1382448600
Rogers Communication,RCI,821370600
JPM Sustainable Infrastructure ETF,BLLD,1663853400
Nuveen Intermediate Duration M,NID,1354804200
Wpp Plc ADR,WPP,567786600
Valkyrie Bitcoin Miners ETF,WGMI,1644330600
Kura Oncology,KURA,1442410200
Flaherty & Crumrine Preferred Inc,PFD,664813800
Verona Pharma Plc ADR,VRNA,1493386200
Nortech Systems IN,NSYS,739805400
Omnicom Group Inc,OMC,322151400
Genco Shipping & Trading Ltd,GNK,1405431000
Altamira Therapeutics Ltd,CYTO,1407331800
Fisker Inc,FSR,1538487000
Nxg Nextgen Infrastructure Income Fund,NXG,1348666200
Copart Inc,CPRT,763914600
Comerica Inc,CMA,322151400
Knightswan Acquisition Corp Cl A,KNSW,1647437400
Agba Group Holding Ltd,AGBA,1564579800
Financial Strategies Acquisition Corp Cl,FXCO,1641825000
Inspira Technologies Oxy B.H.N. Ltd,IINN,1626269400
Jianzhi Education Technology Group ADR,JZ,1661520600
Nuvation Bio Inc,NUVB,1598448600
Dish Network Corp,DISH,803741400
S&P Global Inc,SPGI,99153000
Schlumberger N.V.,SLB,378657000
Telecom Argentina Stet France Telecom,TEO,786983400
Dime Community Bancshares Inc,DCOM,916151400
H. B. Fuller Company,FUL,99153000
Asia Pacific Wire & Cable,APWC,1058275800
Skydeck Acquisition Corp Cl A,SKYA,1627047000
Modular Medical Inc,MODD,1644503400
Briacell Therapeutics Corp,BCTX,1331731800
Inflection Point Acquisition Corp,IPAX,1637159400
Franklin Finl Svcs Corp,FRAF,765639000
Eurodry Ltd,EDRY,1527859800
Passage Bio Inc,PASG,1582900200
Cadiz Inc,CDZI,599841000
Mueller Industries,MLI,667492200
Ellington Residential Mortgage,EARN,1367415000
Dominari Holdings Inc,DOMH,322237800
Invivo Therapeutics Holdings Corp,NVIV,1289831400
Warner Music Group Corp Cl A,WMG,1591191000
Cato Corp,CATO,546096600
Marathon Petroleum Corp,MPC,1308922200
Innodata Inc,INOD,744989400
Bhp Billiton Ltd ADR,BHP,322151400
Embrace Change Acquisition Corp,EMCG,1664544600
Tuanche Ltd ADR,TC,1542724200
Ishares ESG MSCI USA Min Vol Factor ETF,ESMV,1636641000
Maquia Capital Acquisition Corp Cl A,MAQC,1623072600
Bandwidth Inc,BAND,1510237800
Sunopta Inc,STKL,506615400
Scotts Miracle-Gro Company,SMG,696868200
Nuveen Pennsylvania Investment,NQP,667146600
Inogen Inc,INGN,1392388200
Monroe Capital Corp,MRCC,1351171800
Ball Corporation,BALL,99153000
Natural Hlth Trd,NHTC,803827800
Ecolab Inc,ECL,99153000
Dreyfus High Yield Strategies Fund,DHF,893683800
Consensus Cloud Solutions,CCSI,1633008600
China Bat Group Inc,GLG,1376400600
Aetherium Acquisition Corp Cl A,GMFI,1646317800
Tripadvisor Inc,TRIP,1323268200
U S Energy Corp,USEG,322151400
Clarivate Analytics Plc,CLVT,1540819800
Ahren Acquisition Corp Cl A,AHRN,1644330600
Tri Pointe Homes Inc,TPH,1359642600
Crescera Capital Acquisition Corp Cl A,CREC,1641825000
Penns Woods Bancorp,PWOD,770563800
Source Capital,SOR,322151400
German Amer Bncp Inc,GABC,737991000
Strive 1000 Value ETF,STXV,1668177000
Brilliant Earth Group Inc Cl A,BRLT,1632403800
Pacwest Bancorp,PACW,960211800
Shoe Carnival Inc,SCVL,732292200
Solid Biosciences Inc,SLDB,1516977000
Orion Biotech Opportunities Cl A,ORIA,1626183000
Great Southern Bncp,GSBC,629735400
Tusimple Holdings Inc Cl A,TSP,1618493400
Ftai Aviation Ltd,FTAI,1431610200
Sagaliam Acquisition Corp Cl A,SAGA,1644503400
Vertiv Holdings Llc.,VRT,1533216600
Rallybio Corporaton,RLYB,1627565400
Xos Inc,XOS,1607437800
Sunlands Online Education Group ADR,STG,1521811800
Global Blockchain Acquisition Corp,GBBK,1655472600
Innoviz Technologies Ltd,INVZ,1593437400
Great Lakes Drg Dock,GLDD,1167229800
Saul Centers,BFS,745767000
Rxo Inc,RXO,1666877400
Whitestone REIT,WSR,1282829400
Acorda Therapeutics,ACOR,1139581800
Heritage-Crystal,HCCI,1205328600
Pintec Technology Holdings Ltd ADR,PT,1540474200
Puhui Wealth Investment Management,PHCF,1546439400
7 Acquisition Corp Cl A,SVNA,1640615400
Daqo New Energy ADR,DQ,1286458200
Landcadia Holdings IV Inc Cl A,LCA,1621344600
Semiconductor Ishares ETF,SOXX,995031000
Manitowoc Company,MTW,638461800
Werner Enterprise,WERN,519658200
Peraso Inc,PRSO,995376600
Restaurant Brands International,QSR,1418308200
Forbion European Acquisition Corp Cl A,FRBN,1643725800
Healthcare Ai Acquisition Corp Cl A,HAIA,1643725800
Moderna Inc,MRNA,1544193000
Citizens Nrthn Cp,CZNC,765552600
F5 Inc,FFIV,928503000
Antero Midstream Corp,AM,1493904600
Fortinet Inc,FTNT,1258554600
Blackrock Ltd Duration Income Trust,BLW,1059485400
Clover Leaf Capital Corp Cl A,CLOE,1631280600
Pimco Global Stocksplus & Income,PGP,1117114200
Pyrophyte Acquisition Corp Cl A,PHYT,1639751400
Sorrento Therpt,SRNE,1174311000
Sidus Space Inc Cl A,SIDU,1639492200
Mobileye Global Inc Cl A,MBLY,1666791000
Edtechx Holdings Acquisition Corp II Cl,EDTX,1609770600
Wilhelmina Intl,WHLM,838733400
Stonebridge Acquisition Corp Cl A,APAC,1631626200
Jatt Acquisition Corp Cl A,JATT,1630675800
Principal Price Setters ETF,PSET,1458653400
Credicorp Ltd,BAP,814627800
The9 Ltd ADR,NCTY,1103121000
Sohu.com Inc ADR,SOHU,963408600
Cue Health Inc,HLTH,1632490200
GX Cybersecurity ETF,BUG,1572615000
Vor Biopharma Inc,VOR,1612535400
Advisorshares D.W. Short -1X ETF,DWSH,1531315800
Bank of Montreal,BMO,783264600
Westamerica Bancorp,WABC,322151400
Ultra Clean Holdings,UCTT,1080225000
Mynaric Ag ADR,MYNA,1636727400
Netgear Inc,NTGR,1059658200
Cango Inc ADR,CANG,1532611800
Agora Inc Ads,API,1593178200
ING Groep N.V. ADR,ING,769267800
The Lion Electric Co.,LEV,1602163800
Virtus Emerging Markets Income Fund,EDF,1293460200
Toronto Dominion Bank,TD,841411800
Brandywineglobal Dynamic US Large Cap,DVAL,1667223000
Campbell Soup Company,CPB,99153000
Ishares ESG Advanced MSCI USA ETF,USXF,1592487000
Two Harbors Invt Corp,TWO,1256909400
Stonex Group Inc,SNEX,794500200
American Axle & Manufacturing,AXL,917620200
Stitch Fix Inc,SFIX,1510929000
Consolidated Edison Company,ED,-252322200
Bridgebio Pharma Inc,BBIO,1561642200
Digimarc Corp,DMRC,944145000
Blackberry Ltd,BB,918138600
Invesco Nasdaq Future Gen 200 ETF,QQQS,1665667800
Clearbridge Energy MLP Opportu,EMO,1308058200
Procaps Group S.A.,PROC,1575901800
Sabra REIT,SBRA,1017757800
Health Catalyst Inc,HCAT,1564061400
Antero Resources Corp,AR,1381411800
Ameren Corp,AEE,883751400
Nexpoint Diversified Real Estate Trust,NXDT,1151328600
Tailwind International Acquisition Corp,TWNI,1617975000
Smart Sand Inc,SND,1478266200
Spirit Aerosystems Holdings,SPR,1164724200
Itron Inc,ITRI,752509800
Bs 2023 Municipal Bond ETF,BSMN,1569504600
Intellia Thera CS,NTLA,1462541400
If Bancorp Inc,IROQ,1310131800
Healthcare Realty Trust Inc.,HR,1338989400
Azul S.A. ADR,AZUL,1491917400
Eagle Point Income Inc,EICA,1634650200
Plby Group Inc,PLBY,1598880600
XCEL Energy Inc,XEL,99153000
Open Lending Corp Cl A,LPRO,1522071000
Curis Inc,CRIS,965136600
Nova Lifestyle Inc,NVFY,1318858200
RF Industries Ltd,RFIL,765639000
Cohen & Steers Quality Income Realty,RQI,1014733800
Lindsay Corp,LNN,592752600
Overstock.com Inc,OSTK,1022765400
Liv Capital Acquisition Corp II Cl A,LIVB,1647351000
Intercontinental Hotels Group ADR,IHG,1049981400
Civitas Resources Inc,CIVI,1323959400
Stellantis N.V.,STLA,1276090200
First Finl Bncp [Oh],FFBC,440865000
Ishares MSCI Japan Value ETF,EWJV,1551969000
Amneal Pharmaceuticals Inc,AMRX,1525699800
Stride Inc,LRN,1197556200
G-III Apparel Gp,GIII,629649000
Kernel Group Holdings Inc Cl A,KRNL,1617283800
Allison Transmission Holdings,ALSN,1331818200
Granite Ridge Resources Inc,GRNT,1604673000
Pegasystems Inc,PEGA,837783000
Polaris Industries Inc,PII,558797400
Samsara Inc Cl A,IOT,1639578600
Northwest Pipe Company,NWPX,817741800
Rivernorth Flexible Municipal Income,RFMZ,1614177000
A2Z Smart Technologies Corp,AZ,1610116200
Largo Inc,LGO,1272288600
Hawaiian Hlds Inc,HA,803741400
Silver Spike Investment Corp,SSIC,1643985000
Enlink Midstream Llc,ENLC,1074004200
Clearpoint Neuro Inc,CLPT,1337693400
Simplify Bitcoin Strategy Plus Income,MAXI,1664544600
Independence Holdings Corp Cl A,ACQR,1621603800
Cyberark Soft Ord,CYBR,1411565400
Paymentus Holdings Inc Cl A,PAY,1622035800
FT Momentum & Low Volatility ETF,DVOL,1539869400
Sunrun Inc,RUN,1438781400
UAE Ishares MSCI ETF,UAE,1398951000
Star Bulk Carriers,SBLK,1196692200
Invesco Senior Income Trust,VVR,898695000
Globalink Investment Inc,GLLI,1640269800
Illinois Tool Works Inc,ITW,100881000
Php Ventures Acquisition Corp Cl A,PPHP,1633354200
Cognizant Tech Sol,CTSH,898263000
Johnson Controls Intl,JCI,559834200
Quantum Fintech Acquisition Corp,QFTA,1615386600
GX Health & Wellness ETF,BFIT,1462887000
Benson Hill Inc,BHIL,1614349800
Nike Inc,NKE,344615400
NCR Corp,NCR,850314600
Axon Enterprise Inc,AXON,992957400
Allegiant Travel Com,ALGT,1165588200
Purple Biotech Ltd ADR,PPBT,1448029800
FT Growth Strength ETF,FTGS,1666791000
Southern Company,SO,378657000
Chesapeake Energy Corp,CHK,1612967400
Provention Bio Inc,PRVB,1532439000
Globe Life Inc,GL,339255000
Rent The Runway Inc Cl A,RENT,1635341400
Perma-Fix Envir,PESI,723825000
Total Bond Market ETF Vanguard,BND,1176211800
Global Timber & Forestry Ishares ETF,WOOD,1214400600
Occidental Petroleum Corp,OXY,378657000
Maiden Holdings Ltd 6.625% No,MHLA,1311773400
Fifth Third Bancorp,FITB,322151400
Hudson Tech Inc,HDSN,783700200
Smart Global Holdings Inc,SGH,1495632600
Torrid Holdings Inc,CURV,1625146200
HF Sinclair Corp,DINO,322151400
Simplify Growth Equity Plus Downside,QQD,1607697000
Bassett Furniture,BSET,322151400
Crescent Pt Energy,CPG,1066656600
Zim Integrated Shipping Services Ltd,ZIM,1611844200
Fat Projects Acquisition Corp Cl A,FATP,1638541800
Oxford Lane Capital,OXLC,1295620200
Pioneer Natural Resources Company,PXD,871047000
Alcoa Corp,AA,-252322200
Liveperson Inc,LPSN,955114200
Templeton Emerging Markets,TEI,748791000
Rosecliff Acquisition Corp I Cl A,RCLF,1617715800
Western Asset High,HIO,753460200
The Spac and New Issue ETF,SPCX,1608129000
Insight Acquisition Corp Cl A,INAQ,1635255000
Mercury General Corp,MCY,501345000
Driven Brands Holdings Inc,DRVN,1611066600
Cons Water Inc,CWCO,791044200
Plexus Cp,PLXS,507997800
Eversource Energy,ES,99153000
Cactus Inc Cl A,WHD,1518100200
Methode Electronics,MEI,403968600
Construction Partners Inc Cl A,ROAD,1525440600
Fossil Group,FOSL,734275800
Columbia Seligman Premium Technology,STK,1259332200
Bluejay Diagnostics Inc,BJDX,1636554600
Credo Technology Group Holding Ltd,CRDO,1643293800
Protagonist Therapeutics Inc,PTGX,1470922200
Gorman-Rupp Company,GRC,322151400
Tb Sa Acquisition Corp Cl,TBSA,1623245400
Diversey Holdings Ltd,DSEY,1616592600
Autonation Inc,AN,642432600
Prosomnus Inc,OSA,1627479000
Society Pass Inc,SOPA,1636468200
Banco Bradesco S.A. ADR,BBDO,1331645400
Invesco Trust For Investment Grade,VGM,698509800
Pyxis Oncology Inc,PYXS,1633699800
Luxfer Holdings Plc,LXFR,1349271000
Enlivex Therapeutics Ltd,ENLV,1406813400
Dillard's,DDT,908371800
Utz Brands Inc,UTZ,1543242600
Bit Origin Ltd,BTOG,1565875800
Petroleo Brasileiro S.A. Petrobras ADR,PBR,965914200
Carlisle Companies Inc,CSL,99153000
First Advantage Corp,FA,1624455000
Seanergy Maritime Hl,SHIP,995031000
Where Food Comes From Inc,WFCF,1163601000
Entergy New Orleans Incfirst,ENO,1458826200
Principal Real Estate Income F,PGZ,1372253400
Arbe Robotics Ltd,ARBE,1604064600
Daily Amzn -1X ETF Direxion,AMZD,1662643800
Fulgent Genetics Inc,FLGT,1475155800
Livanova Plc OR Sh,LIVN,1445261400
Euronav NV,EURN,1422282600
Olink Holding Ab [Publ] ADR,OLK,1616765400
Acropolis Infrastructure Acquisition,ACRO,1630330200
Quanterix Corp,QTRX,1512657000
Fidelity Metaverse ETF,FMET,1650547800
Allegro Microsystems Inc,ALGM,1603978200
Blackrock 2037 Municipal Target Term,BMN,1666877400
Fresenius Medical Care Corp ADR,FMS,842967000
Masimo Corp,MASI,1186579800
Nmi Holdings Inc,NMIH,1383921000
